Date,salaire_mensuel,taux_cotisation,cotisations,CAC40_Norm,SP500_Norm,WGBI_Norm,CAC40_50/50,CAC40_75/25,SNP500_50/50,SNP500_75/25
2011-07-01,2052.5362303414718,20.519711360120343,421.17451002796486,4.618144239277786,7.898564825077418,4.507701187985949,167352.71576447156,153083.76016970855,189445.66568183844,188763.89612600682
2011-08-01,2052.5362303414718,20.519711360120343,421.17451002796486,4.312139986849142,7.7308013720863995,4.594543552906816,163841.43872029395,146634.59008250336,189679.8189006414,187087.24859795737
2011-09-01,2052.5362303414718,20.519711360120343,421.17451002796486,3.7959741876221065,7.291387663688617,4.84166041757114,158862.74703290427,135863.25695471792,189811.30570611416,182048.60040045515
2011-10-01,2052.5362303414718,20.519711360120343,421.17451002796486,3.378481422911914,6.765609937706357,4.678800765678652,147875.97302117338,123934.92823406475,180196.53319034245,171093.31188225647
2011-11-01,2052.5362303414718,20.519711360120343,421.17451002796486,3.667843194251405,7.482057552831504,4.776758298141059,156177.8229076656,132965.92037702273,192045.04716083658,185998.51677867136
2011-12-01,2052.5362303414718,20.519711360120343,421.17451002796486,3.654830646768305,7.45759603432096,4.998133164936654,159940.92366932513,134573.84726193667,196602.373261812,188118.60601085593
2012-01-01,2098.362722973312,20.768498199556483,435.79842434087664,3.7477045650460252,7.529067035457246,5.024661562142322,162833.32985895523,137752.98388311986,198502.00538606814,190156.1692543459
2012-02-01,2098.362722973312,20.768498199556483,435.79842434087664,3.850796378334791,7.8495811909503335,4.867944113352015,162969.37944996654,139956.6459785237,200067.33805267452,195180.4861173166
2012-03-01,2098.362722973312,20.768498199556483,435.79842434087664,3.994850944727112,8.169258668329315,4.840102419386668,165987.3981644646,144119.05960212633,204004.9174502597,201298.81118409283
2012-04-01,2098.362722973312,20.768498199556483,435.79842434087664,3.988634471067137,8.42386361489663,4.943119745826262,168060.4962536359,145153.51982762077,209790.7800568398,207511.01957995177
2012-05-01,2098.362722973312,20.768498199556483,435.79842434087664,3.786777317617568,8.360406763549635,5.265344160713581,169721.31805740585,142445.37253795756,216274.1607342443,210156.16125033319
2012-06-01,2098.362722973312,20.768498199556483,435.79842434087664,3.5121213077209417,7.834150831489943,5.127953190985516,161787.84236602072,134203.2465236796,207081.47064164985,199299.63447648895
2012-07-01,2098.362722973312,20.768498199556483,435.79842434087664,3.7078203156168428,8.147906584450508,5.333590204049415,169975.07550685346,141592.92943078707,215816.15569745575,207719.89575276777
2012-08-01,2098.362722973312,20.768498199556483,435.79842434087664,3.8257220881306133,8.249521360434233,5.25044006788491,171788.3719789835,144853.66632271197,215915.4292260292,209289.00990337387
2012-09-01,2098.362722973312,20.768498199556483,435.79842434087664,3.945479600492595,8.412320961332933,5.20696511031298,174201.71172047284,148390.40085228364,217587.79470919617,212389.21645392675
2012-10-01,2098.362722973312,20.768498199556483,435.79842434087664,3.8829799020008067,8.617823269818015,5.1376169238662825,172097.7199727444,146569.14934066182,219232.3345032639,216009.14531902818
2012-11-01,2098.362722973312,20.768498199556483,435.79842434087664,3.966958500920669,8.446172110930304,5.109284840352054,173919.99987369927,149180.30658313827,216880.2876905334,212920.2627402355
2012-12-01,2098.362722973312,20.768498199556483,435.79842434087664,4.1379312052272,8.470932964542753,4.989645577613766,176067.44439752345,153564.96463259324,215094.75026119818,212577.77218331542
2013-01-01,2145.212372904834,21.02030140166899,450.9301064904915,4.294221366074929,8.52984430285448,4.783836878872794,176212.27797700747,156782.4905860063,211857.59801367618,211945.4285694569
2013-02-01,2145.212372904834,21.02030140166899,450.9301064904915,4.331333897869974,8.959988114206197,4.905638986462486,179667.94553632644,159247.62423570923,220347.38749630094,221761.4569720418
2013-03-01,2145.212372904834,21.02030140166899,450.9301064904915,4.3055406995982635,9.059091395676377,4.977453921142993,180899.01522808665,159570.1286733769,223629.7717070683,224863.61228812224
2013-04-01,2145.212372904834,21.02030140166899,450.9301064904915,4.325720808649508,9.385048339424833,4.895195761139835,180279.1007028363,159922.71873104578,226256.06534741167,230453.656128943
2013-05-01,2145.212372904834,21.02030140166899,450.9301064904915,4.440305807195939,9.5547253468112,4.8143604215179385,181629.2654872473,162890.61178185945,226884.1883663405,233078.07012406617
2013-06-01,2145.212372904834,21.02030140166899,450.9301064904915,4.557511606480094,9.759031044974277,4.774610253779058,183727.5095737387,166230.04324560057,228824.17112862994,236785.7696113023
2013-07-01,2145.212372904834,21.02030140166899,450.9301064904915,4.362543398789904,9.627871164346926,4.73694991514386,179523.96444711572,161019.75083214662,226834.98064240193,234383.0070131414
2013-08-01,2145.212372904834,21.02030140166899,450.9301064904915,4.635366886822383,10.104187050124667,4.752010893160201,185873.79895673136,169151.0254539301,233257.57688512863,243716.894188849
2013-09-01,2145.212372904834,21.02030140166899,450.9301064904915,4.609828803229226,9.784389838704923,4.718409835418559,185155.55387165654,168604.0021847045,229192.5373318907,237951.77483799428
2013-10-01,2145.212372904834,21.02030140166899,450.9301064904915,4.815258128470835,10.062261153632008,4.742214942574101,190199.12726198515,174902.75753101127,233476.09462613528,243771.1059217297
2013-11-01,2145.212372904834,21.02030140166899,450.9301064904915,4.989350537026311,10.518540569808094,4.682813671705412,192897.09504401672,179548.5953982431,237758.31540076723,251749.12609117647
2013-12-01,2145.212372904834,21.02030140166899,450.9301064904915,4.98079159529123,10.804725369626375,4.5829843706831905,191126.4608930691,178811.60701266877,238909.3750755664,255995.47183819674
2014-01-01,2193.1080239279104,21.275157537700217,466.58718706260714,4.9955786196783185,11.039832649775466,4.750290089592296,195365.3736803899,181308.25469857026,246336.05143855247,262976.1749313056
2014-02-01,2193.1080239279104,21.275157537700217,466.58718706260714,4.824953618840448,10.66196223832933,4.701375458815171,191489.73188426194,176663.63542724604,241318.57004653223,256014.93946118688
2014-03-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.031983852397863,11.11052683981803,4.704812132454513,196134.55092608585,182847.75090373875,246949.67384784762,264606.50976732007
2014-04-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.113109753885511,11.207894707782776,4.728749457315388,198681.13422407373,185757.823659254,249126.5613248703,267148.83880269603
2014-05-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.188598781876336,11.270275412934142,4.819963886805858,202530.58100059157,189177.06823353536,252689.18342227265,270018.87607557286
2014-06-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.246668092604169,11.506399702344096,4.842272171133126,204599.18739979397,191450.45957596216,256387.58641521324,275040.7835578661
2014-07-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.147937296273314,11.736184658364193,4.908616844930339,204542.34198589085,189870.81080738592,261170.62941620732,280568.92611914274
2014-08-01,2193.1080239279104,21.275157537700217,466.58718706260714,4.91317742794405,11.54186653140614,5.007428858980937,202403.83819494687,184798.97090833815,262103.81579140754,278963.4259255066
2014-09-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.08397628051625,11.986064490835098,5.049906263567115,207247.03370582903,190475.64808459082,268725.7376641842,288073.7140674134
2014-10-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.1036804208941895,11.790908955677324,5.076897422741445,208669.0936885116,191750.4275221704,267722.8000265298,285407.44742805726
2014-11-01,2193.1080239279104,21.275157537700217,466.58718706260714,4.900953442480674,12.070633957979375,5.072238228677429,204895.58254945316,186460.52820246754,271242.23852758016,290886.76218179066
2014-12-01,2193.1080239279104,21.275157537700217,466.58718706260714,5.049844145065769,12.355143941398218,5.196954059280896,210993.50709865874,192321.78055130618,278240.11563394265,298283.66874972446
2015-01-01,2242.073029862369,21.53310362229267,482.7879088077408,4.980095622061614,12.313994855999283,5.554889094999408,217285.15611385638,194123.7977543848,287841.3165009537,303157.3739604006
2015-02-01,2242.073029862369,21.53310362229267,482.7879088077408,5.350363007186297,11.941806700890039,5.525102616726525,225262.89601952146,205171.10117738458,283202.3971561021,296361.6080169379
2015-03-01,2242.073029862369,21.53310362229267,482.7879088077408,5.726266699515509,12.591088629747029,5.708512254805226,237397.77928350144,218167.71124917865,296084.662803447,311388.87379742047
2015-04-01,2242.073029862369,21.53310362229267,482.7879088077408,5.810001509602703,12.366207658798869,5.530647866756127,235917.90288774253,219343.78424722882,289310.7004365961,305274.9871355447
2015-05-01,2242.073029862369,21.53310362229267,482.7879088077408,5.86899897340079,12.484329670524225,5.520102024706949,237373.5767927335,221392.5002255002,290899.40731353674,307799.2403576708
2015-06-01,2242.073029862369,21.53310362229267,482.7879088077408,5.8325240867290535,12.611482841299738,5.4179914749181055,234923.2835443254,219819.5223572837,290173.0828553136,309209.82132293715
2015-07-01,2242.073029862369,21.53310362229267,482.7879088077408,5.624207237079135,12.362440417028553,5.491490705292655,232804.22043813363,215159.44164648507,289759.0176432047,306161.73800807155
2015-08-01,2242.073029862369,21.53310362229267,482.7879088077408,5.8879029427669725,12.586662850752521,5.4461094446856375,237782.68141439126,222763.66333409768,291672.2688466372,310176.7333013851
2015-09-01,2242.073029862369,21.53310362229267,482.7879088077408,5.319072526468291,11.78283493886765,5.510979003039034,228195.51008679596,207768.89410080633,284578.53538247285,296726.4425987283
2015-10-01,2242.073029862369,21.53310362229267,482.7879088077408,5.239860126642865,11.481160642654212,5.564140387575483,228079.77598527595,206432.14669481124,282790.89715045824,292227.03511275817
2015-11-01,2242.073029862369,21.53310362229267,482.7879088077408,5.623545807679468,12.444737127655197,5.6985209377590085,239667.26547243938,219498.234079201,298555.4121317479,312868.4785988445
2015-12-01,2242.073029862369,21.53310362229267,482.7879088077408,5.752883003636891,12.457715129536808,5.596257449579666,240755.645306067,222782.481016227,296514.99348401435,312192.31816005975
2016-01-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.314108408217019,12.190191318022647,5.69714054544737,234243.9710060195,211542.27174827375,296503.40279636113,309070.6912724459
2016-02-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.124011446841847,11.584569238992522,5.841472944705372,233521.00937794385,207706.1477615337,293393.4824497894,300011.5274805155
2016-03-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.037945211379284,11.585466514212623,5.71218474957572,229475.13724646912,204439.8430113443,290657.58519017306,298868.48219301726
2016-04-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.02327371062022,12.300359777064708,5.7552097722698035,230504.77010516857,204877.83478050705,301219.43868024304,313762.3067140868
2016-05-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.1676414366512535,12.363456696203801,5.8382997197774005,235980.58658994746,210532.96514326165,304665.97404939984,316601.45686449425
2016-06-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.22224333966148,12.5235644714422,6.066806449066583,242344.88969672655,214760.9293191278,313100.4501854857,323273.90574492194
2016-07-01,2292.1312659432697,21.794177118864976,499.55114789655823,4.941869759616101,12.555861998852123,6.057768283537909,236158.37387435857,206532.8757296232,313770.5107200597,324278.33381630044
2016-08-01,2292.1312659432697,21.794177118864976,499.55114789655823,5.184145459274465,12.9973082656004,6.029579271421241,241897.30428037306,214386.13105340232,319055.8800306352,332951.5126098915
