Date,SP500_TR
2003-07-01,1421.030029296875
2003-08-01,1419.6400146484375
2003-09-01,1482.6099853515625
2003-10-01,1479.22998046875
2003-11-01,1540.7099609375
2003-12-01,1559.5
2004-01-01,1618.050048828125
2004-02-01,1658.7900390625
2004-03-01,1691.9000244140625
2004-04-01,1659.1600341796875
2004-05-01,1639.4599609375
2004-06-01,1647.5699462890625
2004-07-01,1661.530029296875
2004-08-01,1630.47998046875
2004-09-01,1632.8199462890625
2004-10-01,1672.489990234375
2004-11-01,1673.1099853515625
2004-12-01,1766.9000244140625
2005-01-01,1784.9599609375
2005-02-01,1767.7900390625
2005-03-01,1802.7900390625
2005-04-01,1749.449951171875
2005-05-01,1735.4300537109375
2005-06-01,1799.1500244140625
2005-07-01,1789.8499755859375
2005-08-01,1853.1300048828125
2005-09-01,1836.3699951171875
2005-10-01,1846.1700439453125
2005-11-01,1812.1099853515625
2005-12-01,1910.22998046875
2006-01-01,1918.9599609375
2006-02-01,1941.75
2006-03-01,1959.77001953125
2006-04-01,1971.9300537109375
2006-05-01,1985.550048828125
2006-06-01,1960.280029296875
2006-07-01,1954.489990234375
2006-08-01,1942.219970703125
2006-09-01,2008.469970703125
2006-10-01,2041.989990234375
2006-11-01,2100.3701171875
2006-12-01,2149.85009765625
2007-01-01,2183.919921875
2007-02-01,2231.610107421875
2007-03-01,2170.169921875
2007-04-01,2205.85009765625
2007-05-01,2303.679931640625
2007-06-01,2386.6298828125
2007-07-01,2363.280029296875
2007-08-01,2282.300048828125
2007-09-01,2323.830078125
2007-10-01,2417.43994140625
2007-11-01,2360.2099609375
2007-12-01,2308.739990234375
2008-01-01,2273.409912109375
2008-02-01,2194.429931640625
2008-03-01,2098.639892578125
2008-04-01,2163.3798828125
2008-05-01,2228.090087890625
2008-06-01,2195.27001953125
2008-07-01,2039.6600341796875
2008-08-01,2003.1600341796875
2008-09-01,2035.239990234375
2008-10-01,1853.260009765625
2008-11-01,1544.9100341796875
2008-12-01,1309.3900146484375
2009-01-01,1499.1700439453125
2009-02-01,1329.81005859375
2009-03-01,1133.4300537109375
2009-04-01,1293.22998046875
2009-05-01,1416.75
2009-06-01,1495.969970703125
2009-07-01,1499.1099853515625
2009-08-01,1612.3199462890625
2009-09-01,1670.5899658203125
2009-10-01,1732.6800537109375
2009-11-01,1700.719970703125
2009-12-01,1803.0999755859375
2010-01-01,1867.06005859375
2010-02-01,1796.6700439453125
2010-03-01,1826.27001953125
2010-04-01,1938.0799560546875
2010-05-01,1967.510009765625
2010-06-01,1810.010009765625
2010-07-01,1715.22998046875
2010-08-01,1837.68994140625
2010-09-01,1754.8599853515625
2010-10-01,1911.0999755859375
2010-11-01,1983.550048828125
2010-12-01,1986.3499755859375
2011-01-01,2115.969970703125
2011-02-01,2165.77001953125
2011-03-01,2239.1201171875
2011-04-01,2239.449951171875
2011-05-01,2305.760009765625
2011-06-01,2279.659912109375
2011-07-01,2241.659912109375
2011-08-01,2196.60009765625
2011-09-01,2077.159912109375
2011-10-01,1930.4300537109375
2011-11-01,2137.8798828125
2011-12-01,2137.080078125
2012-01-01,2158.929931640625
2012-02-01,2255.760009765625
2012-03-01,2353.22998046875
2012-04-01,2430.679931640625
2012-05-01,2415.409912109375
2012-06-01,2270.25
2012-07-01,2364.090087890625
2012-08-01,2396.610107421875
2012-09-01,2450.5400390625
2012-10-01,2514.320068359375
2012-11-01,2467.510009765625
2012-12-01,2481.820068359375
2013-01-01,2504.449951171875
2013-02-01,2634.159912109375
2013-03-01,2669.919921875
2013-04-01,2770.06005859375
2013-05-01,2823.429931640625
2013-06-01,2891.179931640625
2013-07-01,2856.8798828125
2013-08-01,3002.580078125
2013-09-01,2914.419921875
2013-10-01,3001.919921875
2013-11-01,3141.949951171875
2013-12-01,3235.179931640625
2014-01-01,3311.580078125
2014-02-01,3201.1201171875
2014-03-01,3344.360107421875
2014-04-01,3378.659912109375
2014-05-01,3401.47998046875
2014-06-01,3481.14990234375
2014-07-01,3556.56005859375
2014-08-01,3501.610107421875
2014-09-01,3644.77001953125
2014-10-01,3591.02001953125
2014-11-01,3680.31005859375
2014-12-01,3775.8701171875
2015-01-01,3776.489990234375
2015-02-01,3659.449951171875
2015-03-01,3867.97998046875
2015-04-01,3805.27001953125
2015-05-01,3845.22998046875
2015-06-01,3893.8798828125
2015-07-01,3823.97998046875
2015-08-01,3897.010009765625
2015-09-01,3657.0400390625
2015-10-01,3569.719970703125
2015-11-01,3873.93994140625
2015-12-01,3887.860107421875
2016-01-01,3811.739990234375
2016-02-01,3625.889892578125
2016-03-01,3636.25
2016-04-01,3867.280029296875
2016-05-01,3891.679931640625
2016-06-01,3952.929931640625
2016-07-01,3969.85009765625
2016-08-01,4113.66015625
2016-09-01,4121.06005859375
2016-10-01,4114.08984375
2016-11-01,4050.739990234375
2016-12-01,4198.490234375
2017-01-01,4303.1201171875
2017-02-01,4373.64990234375
2017-03-01,4565.3798828125
2017-04-01,4537.7099609375
2017-05-01,4593.10986328125
2017-06-01,4657.330078125
2017-07-01,4694.18994140625
2017-08-01,4787.72998046875
2017-09-01,4794.85986328125
2017-10-01,4891.56005859375
2017-11-01,5017.47021484375
2017-12-01,5150.830078125
2018-01-01,5232.72021484375
2018-02-01,5497.919921875
2018-03-01,5311.6201171875
2018-04-01,5158.7001953125
2018-05-01,5184.419921875
2018-06-01,5344.990234375
2018-07-01,5324.64990234375
2018-08-01,5559.580078125
2018-09-01,5722.31982421875
2018-10-01,5787.81005859375
2018-11-01,5381.2001953125
2018-12-01,5539.1201171875
2019-01-01,4924.81005859375
2019-02-01,5380.81005859375
2019-03-01,5584.18994140625
2019-04-01,5692.9501953125
2019-05-01,5906.8701171875
2019-06-01,5518.27001953125
2019-07-01,5953.6298828125
2019-08-01,5993.64013671875
2019-09-01,5863.47021484375
2019-10-01,6022.89013671875
2019-11-01,6165.85986328125
2019-12-01,6367.58984375
2020-01-01,6582.5498046875
2020-02-01,6571.68017578125
2020-03-01,6052.68994140625
2020-04-01,5092.85009765625
2020-05-01,5856.8701171875
2020-06-01,6216.7998046875
2020-07-01,6363.41015625
2020-08-01,6745.169921875
2020-09-01,7206.89990234375
2020-10-01,6966.6298828125
2020-11-01,6788.9599609375
2020-12-01,7522.2998046875
2021-01-01,7777.41015625
2021-02-01,7716.0400390625
2021-03-01,7957.9599609375
2021-04-01,8279.75
2021-05-01,8700.6201171875
2021-06-01,8764.830078125
2021-07-01,8950.1103515625
2021-08-01,9179.400390625
2021-09-01,9446.98046875
2021-10-01,9014.98046875
2021-11-01,9636.0595703125
2021-12-01,9634.1103515625
2022-01-01,10011.8095703125
2022-02-01,9478.400390625
2022-03-01,9163.9296875
2022-04-01,9548.3095703125
2022-05-01,8693.9296875
2022-06-01,8749.5
2022-07-01,7984.4599609375
2022-08-01,8690.259765625
2022-09-01,8336.9296875
2022-10-01,7655.14013671875
2022-11-01,8279.9404296875
2022-12-01,8693.83984375
2023-01-01,8207.6904296875
2023-02-01,8678.009765625
2023-03-01,8465.76953125
2023-04-01,8775.9296875
2023-05-01,8922.6201171875
2023-06-01,8975.669921875
2023-07-01,9560.3701171875
2023-08-01,9845.2197265625
2023-09-01,9759.599609375
2023-10-01,9239.16015625
2023-11-01,9068.490234375
2023-12-01,9861.75
2024-01-01,10274.8095703125
2024-02-01,10535.4296875
2024-03-01,11067.6103515625
2024-04-01,11425.919921875
2024-05-01,10937.259765625
2024-06-01,11538.849609375
2024-07-01,11930.6298828125
2024-08-01,12086.490234375
2024-09-01,12292.099609375
2024-10-01,12598.0302734375
2024-11-01,12533.1904296875
2024-12-01,13245.66015625
