date,ouv,haut,bas,clot,vol,devise
04/08/2021,19144.42,19188.25,19086.13,19130.47,0,Pts
05/08/2021,19143.59,19250.85,19143.59,19229.58,0,Pts
06/08/2021,19204.93,19376.35,19178.03,19331.02,0,Pts
09/08/2021,19335.5,19375.85,19302.74,19320.31,0,Pts
10/08/2021,19332.94,19376.84,19316.33,19340.25,0,Pts
11/08/2021,19397.17,19473.24,19343.07,19447.37,0,Pts
12/08/2021,19457.16,19541.8,19438.77,19516.8,0,Pts
13/08/2021,19533.85,19605.27,19525.79,19555.28,0,Pts
16/08/2021,19423.83,19463.68,19332.36,19392.87,0,Pts
17/08/2021,19318.17,19360.89,19252.07,19339.2,0,Pts
18/08/2021,19352.8,19363.27,19168.76,19198.17,0,Pts
19/08/2021,18900.46,18917.61,18604.46,18732.49,0,Pts
20/08/2021,18724.16,18809.91,18624.85,18789.83,0,Pts
23/08/2021,18997.45,18997.45,18877.82,18951.44,0,Pts
24/08/2021,19049.76,19049.76,18814.17,18898.15,0,Pts
25/08/2021,18951.68,18954.59,18906.48,18932.67,0,Pts
26/08/2021,18847.28,18925.47,18768.78,18903.03,0,Pts
27/08/2021,18881.03,18948.75,18842.49,18948.09,0,Pts
30/08/2021,18971.81,18992.34,18929.38,18963.35,0,Pts
31/08/2021,18979.09,19022.44,18860.14,18943.15,0,Pts
01/09/2021,19102.69,19239.45,19084.91,19165.81,0,Pts
02/09/2021,19150.16,19221.49,19133.12,19178.24,0,Pts
03/09/2021,19164.92,19164.92,18906.89,18970.98,0,Pts
06/09/2021,19011.7,19159.31,19000.65,19122.71,0,Pts
07/09/2021,19088.28,19138.7,19059.9,19073.29,0,Pts
08/09/2021,18967.72,19033.53,18797.96,18911.13,0,Pts
09/09/2021,18769.15,19023,18730.24,18956.03,0,Pts
10/09/2021,19020.15,19063.82,18860.57,18896.63,0,Pts
13/09/2021,18967.51,19061.75,18916.7,18933.94,0,Pts
14/09/2021,18920.51,18934.35,18754.14,18866.01,0,Pts
15/09/2021,18871.29,18883.86,18650.62,18669.34,0,Pts
16/09/2021,18754.68,18895.59,18750.27,18779.84,0,Pts
17/09/2021,18941.09,18991.07,18578.61,18631.25,0,Pts
20/09/2021,18291.94,18350.62,18119.59,18307.29,0,Pts
21/09/2021,18491.59,18651.48,18491.59,18602.14,0,Pts
22/09/2021,18770.67,18856.44,18724.78,18841.36,0,Pts
23/09/2021,18994.88,19073.58,18927.53,19025.82,0,Pts
24/09/2021,18951.31,18959.59,18808.51,18845.51,0,Pts
27/09/2021,18974.35,18988.29,18869.98,18880.86,0,Pts
28/09/2021,18856.24,18881.39,18449.41,18492.23,0,Pts
29/09/2021,18614.18,18731.86,18582.06,18646.56,0,Pts
30/09/2021,18803.42,18819.79,18500,18530.62,0,Pts
01/10/2021,18249.51,18574.54,18224.5,18524.02,0,Pts
04/10/2021,18430.85,18590.16,18339.56,18410.28,0,Pts
05/10/2021,18421.81,18693.43,18421.81,18690.55,0,Pts
06/10/2021,18501.04,18503.51,18251.06,18454.2,0,Pts
07/10/2021,18653.49,18804.95,18603.75,18758.52,0,Pts
08/10/2021,18785,18807.24,18644.25,18644.25,0,Pts
11/10/2021,18604.7,18684.7,18537.85,18674.25,0,Pts
12/10/2021,18459.98,18610.5,18449.83,18610.5,0,Pts
13/10/2021,18586.34,18776.05,18502.95,18750.51,0,Pts
14/10/2021,18903.44,19022.11,18811.37,19000.14,0,Pts
15/10/2021,19082.7,19175.23,19051.46,19120.39,0,Pts
18/10/2021,19034.48,19035.37,18877.79,18965.74,0,Pts
19/10/2021,19016.46,19019.84,18902.47,18956.5,0,Pts
20/10/2021,18862.01,19086.3,18862.01,19058.12,0,Pts
21/10/2021,18965.85,19039.93,18925.5,19002.87,0,Pts
22/10/2021,19101.65,19228.22,19088.09,19137.93,0,Pts
25/10/2021,19192.75,19192.75,19062.98,19078.76,0,Pts
26/10/2021,19107.71,19257.68,19074.04,19231.21,0,Pts
27/10/2021,19200.29,19244.51,19132.75,19194.29,0,Pts
28/10/2021,19186.52,19338.38,19186.52,19338.38,0,Pts
29/10/2021,19266.12,19412.63,19180.11,19412.63,0,Pts
01/11/2021,19526.14,19635.19,19495.33,19591.52,0,Pts
02/11/2021,19562.45,19705.4,19552.89,19687.44,0,Pts
03/11/2021,19665.94,19767.21,19661.07,19754.55,0,Pts
04/11/2021,19831.21,19874.94,19786.83,19860.12,0,Pts
05/11/2021,19848.77,20075.02,19848.77,20010.75,0,Pts
08/11/2021,20013.04,20085.52,20001.87,20029.76,0,Pts
09/11/2021,19961.83,20121,19942.35,20017.8,0,Pts
10/11/2021,20026.05,20046.21,19937.29,20023.18,0,Pts
11/11/2021,20005.19,20101.24,19986.75,20064.05,0,Pts
12/11/2021,20072.56,20171.8,20056.61,20154.58,0,Pts
15/11/2021,20153.33,20281.71,20146.96,20260.39,0,Pts
16/11/2021,20315.1,20365.99,20286.49,20332.82,0,Pts
17/11/2021,20323.43,20376.01,20316.92,20344.9,0,Pts
18/11/2021,20339.78,20415.1,20288.07,20302.63,0,Pts
19/11/2021,20389.99,20419.24,20093.53,20218.21,0,Pts
22/11/2021,20273.85,20311.81,20152.84,20202.1,0,Pts
23/11/2021,20086.58,20223.39,19910.81,20030.42,0,Pts
24/11/2021,20051.91,20156.92,19857.99,20023.62,0,Pts
25/11/2021,20095.78,20129.55,20039.63,20119.28,0,Pts
26/11/2021,19377.24,19508.74,19121.84,19163.5,0,Pts
29/11/2021,19424.18,19453.57,19222.02,19267.34,0,Pts
30/11/2021,19001.1,19290.73,18935.24,19120.9,0,Pts
01/12/2021,19273.51,19636.69,19204.8,19578.1,0,Pts
02/12/2021,19330.32,19488.34,19239.21,19333.1,0,Pts
03/12/2021,19517.98,19552.29,19147.85,19247.1,0,Pts
06/12/2021,19376.29,19595.75,19277.39,19532.32,0,Pts
07/12/2021,19729.12,20105.41,19729.12,20100.98,0,Pts
08/12/2021,20097.37,20210.99,19956.41,19956.41,0,Pts
09/12/2021,20017.18,20042.94,19867.53,19938.36,0,Pts
10/12/2021,19802.27,19988.58,19802.27,19891.28,0,Pts
13/12/2021,19935.76,20005.81,19720.6,19759.79,0,Pts
14/12/2021,19861.85,19903.22,19613.05,19624.32,0,Pts
15/12/2021,19704.61,19779.74,19651.74,19716.31,0,Pts
16/12/2021,20078.57,20078.57,19887.99,19936.72,0,Pts
17/12/2021,19871.25,19955.32,19594.72,19713.48,0,Pts
20/12/2021,19307.06,19560.42,19204.2,19552.59,0,Pts
21/12/2021,19739.16,19831,19604.99,19822.63,0,Pts
22/12/2021,19872.55,20069.33,19819,20069.33,0,Pts
23/12/2021,20126.99,20263.45,20064.36,20224.38,0,Pts
24/12/2021,20182.99,20254.93,20168.7,20168.7,0,Pts
27/12/2021,20121.91,20346.74,20099.87,20321.83,0,Pts
28/12/2021,20325.98,20456.67,20325.14,20437.73,0,Pts
29/12/2021,20432.02,20496.18,20313.19,20381.98,0,Pts
30/12/2021,20399.08,20462.58,20368.51,20415.31,0,Pts
31/12/2021,20359.62,20388.26,20319.59,20357.8,0,Pts
03/01/2022,20504.4,20641.76,20499.9,20560.83,0,Pts
04/01/2022,20721.35,20888.41,20654.89,20846.23,0,Pts
05/01/2022,20855,21038.4,20835.18,21014.21,0,Pts
06/01/2022,20694.08,20842.41,20628.23,20653.23,0,Pts
07/01/2022,20656.45,20710.19,20449.6,20567.27,0,Pts
10/01/2022,20640.55,20654.89,20242.69,20271.8,0,Pts
11/01/2022,20469.61,20590.7,20399.05,20464.42,0,Pts
12/01/2022,20612.81,20653.86,20464.41,20617.71,0,Pts
13/01/2022,20559.08,20592.9,20420.81,20518.22,0,Pts
14/01/2022,20322.91,20433.5,20284.23,20352.57,0,Pts
17/01/2022,20422.46,20554.02,20369.61,20519.65,0,Pts
18/01/2022,20436.44,20445.05,20224.88,20326.45,0,Pts
19/01/2022,20241.78,20547.01,20241.78,20438.01,0,Pts
20/01/2022,20486.54,20514.89,20297.35,20498.35,0,Pts
21/01/2022,20197.12,20292.91,19983.56,20140.57,0,Pts
24/01/2022,19987.41,20147.19,19244.88,19340.46,0,Pts
25/01/2022,19575.49,19633.24,19309.16,19483.42,0,Pts
26/01/2022,19665.15,20013.9,19665.15,19893.71,0,Pts
27/01/2022,19602.17,20097.42,19584.98,20012.94,0,Pts
28/01/2022,20068.87,20096.12,19506.96,19847.92,0,Pts
31/01/2022,20058.27,20068.26,19765.9,19942.84,0,Pts
01/02/2022,20094.14,20244.95,20047.44,20228.58,0,Pts
02/02/2022,20279.78,20374.07,20256.55,20273.56,0,Pts
03/02/2022,20273.66,20302.94,19932.03,19961.18,0,Pts
04/02/2022,20087.01,20134.43,19702.28,19806.57,0,Pts
07/02/2022,19908.57,20018.04,19744.84,19971.49,0,Pts
08/02/2022,19968.48,20189.14,19928.44,20026.08,0,Pts
09/02/2022,20191.12,20361.99,20191.12,20318.04,0,Pts
10/02/2022,20348.84,20428.46,20092.14,20234.45,0,Pts
11/02/2022,20017.77,20147.44,19922.59,19978.16,0,Pts
14/02/2022,19569.22,19589.85,19253.67,19523.99,0,Pts
15/02/2022,19462.86,19897.09,19442.09,19888.04,0,Pts
16/02/2022,19972.73,20036.1,19748.77,19845.34,0,Pts
17/02/2022,19942.66,19993.76,19676.39,19793.59,0,Pts
18/02/2022,19807.86,19932.65,19646.2,19744.63,0,Pts
21/02/2022,19901.38,19908.57,19217.04,19343.02,0,Pts
22/02/2022,18902.47,19475.31,18902.47,19340.9,0,Pts
23/02/2022,19380.96,19675.44,19286.13,19321.14,0,Pts
24/02/2022,18510.71,18855.04,18330.17,18581.38,0,Pts
25/02/2022,18726.43,19270.19,18582.82,19240.68,0,Pts
28/02/2022,18864.69,19047.24,18567.46,18973.97,0,Pts
01/03/2022,18937.86,18983.72,18226.46,18226.46,0,Pts
02/03/2022,18122.42,18647.2,17986.57,18515.77,0,Pts
03/03/2022,18487.91,18646.11,18127.03,18174.82,0,Pts
04/03/2022,17975.28,18011.6,17272.36,17272.36,0,Pts
07/03/2022,16777.05,17425.03,16402.51,17046.16,0,Pts
08/03/2022,16830.6,17579.95,16820.58,16991.14,0,Pts
09/03/2022,17470.76,18201.78,17446.58,18201.78,0,Pts
10/03/2022,18169.68,18181.66,17569.99,17687.1,0,Pts
11/03/2022,17760.95,18424.85,17567.99,17838.23,0,Pts
14/03/2022,17948.53,18296.52,17871.22,18150.81,0,Pts
15/03/2022,17936.45,18190.16,17683.82,18108.23,0,Pts
16/03/2022,18476.74,19034.3,18469.24,18773.98,0,Pts
17/03/2022,18855.45,18906.96,18609.12,18842.01,0,Pts
18/03/2022,18846.1,18864.02,18520.25,18864.02,0,Pts
21/03/2022,18831.82,18927.76,18732.88,18756.43,0,Pts
22/03/2022,18789.09,19017.58,18767.03,18996.39,0,Pts
23/03/2022,19039.95,19068.54,18710.85,18773.95,0,Pts
24/03/2022,18807.4,18931.29,18659.54,18700.77,0,Pts
25/03/2022,18739.78,18872.3,18652.35,18694.81,0,Pts
28/03/2022,18766.24,19065.7,18747.1,18795.87,0,Pts
29/03/2022,19041.3,19481.31,18994.61,19375.07,0,Pts
30/03/2022,19314.97,19314.97,19128.42,19230.84,0,Pts
31/03/2022,19281.69,19329.34,18994.49,18997.73,0,Pts
01/04/2022,19035.1,19136.61,18927.55,19067.44,0,Pts
04/04/2022,19139.58,19241.17,18945.64,19201.67,0,Pts
05/04/2022,19201.6,19236.63,18836.74,18956.77,0,Pts
06/04/2022,18926.3,18951.73,18377.47,18538.33,0,Pts
07/04/2022,18629.6,18776.55,18402.19,18432.37,0,Pts
08/04/2022,18656.36,18774.32,18526.35,18679.22,0,Pts
11/04/2022,18708.65,18869.6,18547.79,18700.88,0,Pts
12/04/2022,18411.16,18743.49,18327.65,18648.39,0,Pts
13/04/2022,18596.32,18724.13,18480.22,18661.88,0,Pts
14/04/2022,18706.16,18848.48,18661.2,18796.57,0,Pts
19/04/2022,18709.72,18769.15,18562.42,18677.82,0,Pts
20/04/2022,18744.06,18968.68,18699.05,18935.41,0,Pts
21/04/2022,18986.3,19315.09,18969.36,19193.2,0,Pts
22/04/2022,18917.63,19020.4,18786.67,18811.11,0,Pts
25/04/2022,18459.33,18634.71,18338.75,18455,0,Pts
26/04/2022,18700.78,18746.31,18393.11,18399.07,0,Pts
27/04/2022,18450.78,18587.19,18196.09,18501.99,0,Pts
28/04/2022,18718.07,18877.18,18474.7,18682.51,0,Pts
29/04/2022,18824.65,18949.49,18699.61,18756.09,0,Pts
02/05/2022,18571.03,18586.84,18109.34,18445.58,0,Pts
03/05/2022,18567.58,18692.18,18450.75,18603.33,0,Pts
04/05/2022,18620.8,18657.36,18372.09,18372.09,0,Pts
05/05/2022,18813.92,18840.97,18242.75,18293.73,0,Pts
06/05/2022,18236.96,18247.79,17935.29,18063.74,0,Pts
09/05/2022,17915.93,18070.93,17566.3,17566.3,0,Pts
10/05/2022,17771.13,17930.01,17671.25,17671.25,0,Pts
11/05/2022,17833.56,18112.72,17729.99,18112.72,0,Pts
12/05/2022,17711.05,18021.77,17617.26,17929.36,0,Pts
13/05/2022,18059.25,18385.91,18026.4,18384.31,0,Pts
16/05/2022,18265.62,18419.82,18179.93,18358.34,0,Pts
17/05/2022,18482.32,18681.86,18466.1,18629.39,0,Pts
18/05/2022,18658.7,18703.58,18375.84,18405.6,0,Pts
19/05/2022,18193.38,18220.33,17951.47,18173.15,0,Pts
20/05/2022,18268.03,18476.97,18150.34,18209.45,0,Pts
23/05/2022,18452.59,18475.37,18200.77,18475.37,0,Pts
24/05/2022,18253.33,18370.76,18141.53,18168.56,0,Pts
25/05/2022,18310.64,18377.52,18117.63,18317.51,0,Pts
26/05/2022,18325.8,18684.63,18316.97,18643.04,0,Pts
27/05/2022,18743.87,18960.49,18684.54,18948.92,0,Pts
30/05/2022,19075.86,19175.31,19043.62,19118.14,0,Pts
31/05/2022,19054.63,19065.02,18814.8,18847.62,0,Pts
01/06/2022,18970.13,18973.25,18693.42,18707.05,0,Pts
02/06/2022,18790.05,18962.66,18789.83,18944.71,0,Pts
03/06/2022,19074.57,19082.8,18866.89,18900.58,0,Pts
06/06/2022,19051.81,19224.72,19051.81,19095.4,0,Pts
07/06/2022,19033.93,19035.2,18849.53,18967.4,0,Pts
08/06/2022,19017.61,19017.61,18715.07,18816.51,0,Pts
09/06/2022,18711.32,18840.65,18508.27,18553.4,0,Pts
10/06/2022,18430.71,18458.37,18024.82,18053.75,0,Pts
13/06/2022,17764.37,17864.18,17525.77,17572.56,0,Pts
14/06/2022,17693.59,17727.37,17315.22,17361.08,0,Pts
15/06/2022,17574.08,17690.16,17426.65,17595.35,0,Pts
16/06/2022,17518.12,17560.25,17134.54,17175.49,0,Pts
17/06/2022,17235.65,17431.75,17129.99,17165.03,0,Pts
20/06/2022,17220.71,17274.74,17087.53,17274.74,0,Pts
21/06/2022,17363.94,17622.81,17362.66,17425.63,0,Pts
22/06/2022,17175.64,17349.08,17045.25,17285.3,0,Pts
23/06/2022,17179.17,17403.63,17034.77,17188.01,0,Pts
24/06/2022,17290.08,17780.08,17279.57,17743.15,0,Pts
27/06/2022,17836.2,17986.36,17618.28,17667.1,0,Pts
28/06/2022,17818.52,17943.53,17756.61,17780.18,0,Pts
29/06/2022,17592.23,17738.94,17516.46,17620.83,0,Pts
30/06/2022,17314.85,17329.11,17097.38,17303.51,0,Pts
01/07/2022,17165.44,17458.26,17112.09,17327.46,0,Pts
04/07/2022,17488.97,17541.82,17371.89,17403.27,0,Pts
05/07/2022,17484.85,17491.6,16921.66,16946.39,0,Pts
06/07/2022,17176.58,17338.09,17100.05,17293.88,0,Pts
07/07/2022,17506.58,17621.28,17456.5,17569.78,0,Pts
08/07/2022,17572.53,17705.71,17412.37,17647.09,0,Pts
11/07/2022,17327.39,17563.4,17286.15,17539.36,0,Pts
12/07/2022,17433.44,17706.16,17348.3,17679.47,0,Pts
13/07/2022,17595.6,17625.43,17324.76,17550.88,0,Pts
14/07/2022,17491.64,17542.31,17183.62,17302.75,0,Pts
15/07/2022,17360.88,17678.28,17261.72,17655.49,0,Pts
18/07/2022,17755.55,17948.05,17725.3,17819.02,0,Pts
19/07/2022,17642.6,18175.78,17634.4,18138.77,0,Pts
20/07/2022,18223.33,18269.19,17993.89,18091.31,0,Pts
21/07/2022,18020.25,18235.58,17969.62,18139.44,0,Pts
22/07/2022,18060.99,18274.68,18044.82,18185.38,0,Pts
25/07/2022,18132.75,18312.07,18069.33,18246.02,0,Pts
26/07/2022,18209.82,18264.48,18121.45,18169.68,0,Pts
27/07/2022,18154.47,18334.52,18135.98,18305.67,0,Pts
28/07/2022,18440.79,18543.39,18243.16,18543.39,0,Pts
29/07/2022,18759.55,18932.63,18716.97,18863.1,0,Pts
01/08/2022,18859.24,18967.16,18821.02,18829.04,0,Pts
02/08/2022,18793.41,18806.17,18666.91,18749.88,0,Pts
03/08/2022,18733.22,18942.18,18718.27,18932.01,0,Pts
04/08/2022,18945.65,19176.71,18940.77,19052.91,0,Pts
05/08/2022,19050.66,19081.1,18866.67,18932.84,0,Pts
08/08/2022,19044.31,19201.66,19023.32,19085.22,0,Pts
09/08/2022,19056.22,19102.52,18955.41,18984.5,0,Pts
10/08/2022,18917.5,19147.26,18878.56,19082.32,0,Pts
11/08/2022,19189.86,19196.04,19012.67,19144.4,0,Pts
12/08/2022,19169.47,19270.68,19130,19171.29,0,Pts
15/08/2022,19255.45,19268.12,19108.77,19218.37,0,Pts
16/08/2022,19250.64,19332.09,19214.35,19284.54,0,Pts
17/08/2022,19331.53,19331.53,19066.35,19096.58,0,Pts
18/08/2022,19103.19,19237.15,19070.98,19181.64,0,Pts
19/08/2022,19073.53,19157.46,18978.64,19001.55,0,Pts
22/08/2022,18864,18894.86,18583.65,18659.04,0,Pts
23/08/2022,18519.87,18727.71,18519.87,18610.11,0,Pts
24/08/2022,18523.55,18711.36,18486.33,18682.5,0,Pts
25/08/2022,18815.3,18840.25,18608.69,18667.28,0,Pts
26/08/2022,18781.91,18808.35,18290.02,18353.4,0,Pts
29/08/2022,18133.57,18230.52,17999.99,18201.36,0,Pts
30/08/2022,18262.22,18439.4,18085.38,18166.06,0,Pts
31/08/2022,18215.15,18226.57,17917.08,17917.08,0,Pts
01/09/2022,17751.05,17764.48,17577.75,17651.51,0,Pts
02/09/2022,17772.68,18072.68,17700.38,18041.15,0,Pts
05/09/2022,17692.2,17860.03,17603.86,17823.83,0,Pts
06/09/2022,17794,17955.47,17727.96,17857.14,0,Pts
07/09/2022,17725.6,17902.02,17683.57,17860.99,0,Pts
08/09/2022,17951.7,17970.3,17652.9,17919.42,0,Pts
09/09/2022,17963.21,18250.58,17957.4,18172.24,0,Pts
12/09/2022,18260.38,18582.14,18207.88,18526.95,0,Pts
13/09/2022,18605.11,18704.2,18269.82,18269.82,0,Pts
14/09/2022,18167.7,18279.94,18088.06,18201.74,0,Pts
15/09/2022,18171.89,18281.04,17970.51,18012.85,0,Pts
16/09/2022,17845.96,17885.66,17704.47,17777.27,0,Pts
19/09/2022,17694.98,17824.87,17477.68,17731.81,0,Pts
20/09/2022,17798.55,17897.53,17464.56,17491.56,0,Pts
21/09/2022,17364.56,17673.98,17326.75,17665.38,0,Pts
22/09/2022,17364.31,17639.19,17334.92,17334.92,0,Pts
23/09/2022,17298.81,17320.88,16887.23,16939.25,0,Pts
26/09/2022,16825.25,17069.98,16800.39,16898.19,0,Pts
27/09/2022,17016.59,17141.92,16852.58,16852.58,0,Pts
28/09/2022,16673.09,16908.97,16552.84,16885.36,0,Pts
29/09/2022,16830.51,16830.51,16485.28,16627.2,0,Pts
30/09/2022,16730.66,16902.24,16660.77,16877.53,0,Pts
03/10/2022,16687.53,17000.33,16561.51,16970.71,0,Pts
04/10/2022,17161.94,17689.87,17142.82,17689.87,0,Pts
05/10/2022,17591.55,17675.93,17437.56,17531.04,0,Pts
06/10/2022,17585.67,17627.71,17331.3,17387.39,0,Pts
07/10/2022,17315.74,17447.53,17150.84,17183.88,0,Pts
10/10/2022,17007.07,17233.43,16977.03,17106.59,0,Pts
11/10/2022,16978.53,17133.04,16901.35,17085.08,0,Pts
12/10/2022,17111.13,17200.15,16954.61,17041.92,0,Pts
13/10/2022,16965.97,17280.21,16709.19,17219.77,0,Pts
14/10/2022,17473.46,17705.04,17342.67,17374.23,0,Pts
17/10/2022,17426.13,17773.85,17311.15,17692.71,0,Pts
18/10/2022,17862.41,17983.02,17741.68,17769.87,0,Pts
19/10/2022,17845.32,17895.72,17692.88,17692.88,0,Pts
20/10/2022,17710.72,17876.77,17660.1,17828.13,0,Pts
21/10/2022,17636.81,17737.76,17435.6,17677.27,0,Pts
24/10/2022,17796.81,18088,17694.1,17958.37,0,Pts
25/10/2022,18079.31,18315,17970.14,18307.45,0,Pts
26/10/2022,18290.16,18401.78,18216.01,18382.92,0,Pts
27/10/2022,18317.12,18370.86,18142.79,18288.37,0,Pts
28/10/2022,18136.5,18390.06,18110.81,18373.37,0,Pts
31/10/2022,18392.85,18432.23,18288.51,18354.97,0,Pts
01/11/2022,18539.46,18697.44,18470.02,18535.04,0,Pts
02/11/2022,18602.57,18675.76,18374.83,18384.57,0,Pts
03/11/2022,18187.62,18293.22,18135.19,18286.17,0,Pts
04/11/2022,18427.09,18939.44,18420.3,18793.34,0,Pts
07/11/2022,18685.12,18869.41,18638.88,18793.84,0,Pts
08/11/2022,18721.02,18895.03,18681.7,18866.75,0,Pts
09/11/2022,18823.69,18881.38,18762.29,18834.74,0,Pts
10/11/2022,18735.21,19254.37,18690.77,19204.54,0,Pts
11/11/2022,19368.84,19438.79,19254.44,19315.24,0,Pts
14/11/2022,19396.64,19512.77,19341.4,19357.84,0,Pts
15/11/2022,19416.47,19584.21,19401.81,19459.92,0,Pts
16/11/2022,19476.74,19502.92,19300.36,19359.02,0,Pts
17/11/2022,19409.55,19439.62,19110.15,19267.9,0,Pts
18/11/2022,19398.18,19534.76,19342.43,19468.13,0,Pts
21/11/2022,19411.4,19483.66,19378.65,19438.79,0,Pts
22/11/2022,19465.91,19540.53,19383.51,19506.42,0,Pts
23/11/2022,19566.32,19576.38,19461.03,19569.58,0,Pts
24/11/2022,19582.35,19719.24,19571.67,19652.32,0,Pts
25/11/2022,19668.03,19710.92,19598.51,19674.25,0,Pts
28/11/2022,19573.49,19619.85,19465.61,19535.65,0,Pts
29/11/2022,19599.44,19625.51,19490.76,19546.71,0,Pts
30/11/2022,19657.2,19765.46,19575.39,19750.64,0,Pts
01/12/2022,19901.84,19921.51,19743.43,19812.06,0,Pts
02/12/2022,19738.41,19852.39,19623.73,19777.7,0,Pts
05/12/2022,19745.18,19775.27,19618.5,19652.06,0,Pts
06/12/2022,19595.88,19675.84,19535.55,19626.1,0,Pts
07/12/2022,19624.79,19652.1,19493.02,19546.29,0,Pts
08/12/2022,19594.45,19601.97,19454.65,19507.31,0,Pts
09/12/2022,19579.13,19603.52,19422.1,19596.32,0,Pts
12/12/2022,19509.5,19607.54,19471.57,19517.28,0,Pts
13/12/2022,19580.87,20023.66,19492.47,19794.42,0,Pts
14/12/2022,19743.86,19762.35,19645.77,19752.76,0,Pts
15/12/2022,19586.96,19604.37,19084.26,19142.28,0,Pts
16/12/2022,19091.99,19121.53,18837.63,18936.44,0,Pts
19/12/2022,18990.17,19106.16,18990.17,18997.1,0,Pts
20/12/2022,18836.84,18984.32,18747.47,18930,0,Pts
21/12/2022,18984.83,19329.26,18980.31,19310.95,0,Pts
22/12/2022,19332.25,19411.04,19086.86,19128.21,0,Pts
23/12/2022,19114.21,19174.01,19005.18,19089.84,0,Pts
27/12/2022,19250.48,19308.29,19202.44,19224.14,0,Pts
28/12/2022,19255.97,19287.13,19092.11,19106.25,0,Pts
29/12/2022,19036.3,19301.69,19001.32,19291.07,0,Pts
30/12/2022,19172.68,19194.37,18989.31,18998.47,0,Pts
02/01/2023,19159.51,19394.4,19151.13,19375.22,0,Pts
03/01/2023,19332.67,19673.52,19332.67,19461.36,0,Pts
04/01/2023,19569.2,19922.46,19566.95,19909.51,0,Pts
05/01/2023,19815.7,19955.53,19779.11,19865.65,0,Pts
06/01/2023,19899.26,20157.84,19853.78,20157.84,0,Pts
09/01/2023,20159.72,20356.11,20130.55,20294.21,0,Pts
10/01/2023,20219.74,20229.8,20113.37,20181.91,0,Pts
11/01/2023,20211.17,20409.7,20198.27,20343.66,0,Pts
12/01/2023,20411.67,20612.52,20408.6,20494.93,0,Pts
13/01/2023,20535.79,20671.62,20501.35,20635.43,0,Pts
16/01/2023,20677.92,20725.07,20618.68,20697.99,0,Pts
17/01/2023,20679.19,20879,20631.91,20797.47,0,Pts
18/01/2023,20787.05,20909.27,20783.64,20815.79,0,Pts
19/01/2023,20710.72,20735.7,20414.2,20429.28,0,Pts
20/01/2023,20559.61,20617.61,20469.17,20558.93,0,Pts
23/01/2023,20614.54,20701.53,20536.95,20664.81,0,Pts
24/01/2023,20726.59,20760.82,20604.23,20719.05,0,Pts
25/01/2023,20740.62,20778.91,20570.51,20699.66,0,Pts
26/01/2023,20850.23,20916.11,20800,20852.81,0,Pts
27/01/2023,20821.88,20915.96,20754.94,20856.39,0,Pts
30/01/2023,20730.12,20875.35,20661.67,20811.71,0,Pts
31/01/2023,20791.39,20832.16,20645.75,20812.92,0,Pts
01/02/2023,20826.99,20894.6,20745.9,20797.34,0,Pts
02/02/2023,20894.06,21113.46,20804.08,21059.33,0,Pts
03/02/2023,20971.57,21258.2,20904.04,21258.2,0,Pts
06/02/2023,21105.47,21121.05,20877.89,20973.61,0,Pts
07/02/2023,20999.29,21024.78,20889.46,20959.65,0,Pts
08/02/2023,21104.34,21131.6,20922.85,20922.85,0,Pts
09/02/2023,21098.63,21234.51,21098.63,21124.26,0,Pts
10/02/2023,21056.81,21108.28,20790.02,20951.95,0,Pts
13/02/2023,21004.12,21199.44,20978.92,21183.69,0,Pts
14/02/2023,21232.82,21368.52,21171.71,21199.03,0,Pts
15/02/2023,21178.52,21507.52,21160.61,21454.86,0,Pts
16/02/2023,21588.39,21708.84,21527.99,21646.76,0,Pts
17/02/2023,21485.07,21652.15,21357.62,21592.57,0,Pts
20/02/2023,21633.63,21640.09,21508.8,21558.4,0,Pts
21/02/2023,21512.31,21579.19,21280.98,21479.19,0,Pts
22/02/2023,21402.3,21476.73,21252.82,21451.58,0,Pts
23/02/2023,21480.3,21623.25,21457.93,21504.98,0,Pts
24/02/2023,21629.38,21647.93,21122.45,21122.45,0,Pts
27/02/2023,21286.33,21524.37,21286.33,21440.67,0,Pts
28/02/2023,21317.23,21506.6,21305.24,21359.5,0,Pts
01/03/2023,21393.05,21533.97,21216.87,21260.53,0,Pts
02/03/2023,21090.54,21413.31,21070.69,21407.39,0,Pts
03/03/2023,21493.38,21624.33,21477.7,21595.16,0,Pts
06/03/2023,21705.75,21751.01,21600.64,21668.92,0,Pts
07/03/2023,21617.94,21741.85,21560.14,21569.17,0,Pts
08/03/2023,21471.16,21590.77,21471.16,21526.51,0,Pts
09/03/2023,21504.97,21551.39,21377.49,21500.41,0,Pts
10/03/2023,21140.37,21325.84,21062.57,21220.62,0,Pts
13/03/2023,21193.48,21193.48,20511.99,20605.88,0,Pts
14/03/2023,20657.96,21049.85,20542.6,20988.16,0,Pts
15/03/2023,20934.15,20934.15,20165.43,20236.22,0,Pts
16/03/2023,20535.73,20758.14,20209.45,20647.69,0,Pts
17/03/2023,20825.12,20879.93,20265.65,20352.86,0,Pts
20/03/2023,20281.3,20718.79,19973.65,20611.17,0,Pts
21/03/2023,20834.15,21014.36,20818.87,20904.38,0,Pts
22/03/2023,20904.33,21058.34,20830.43,20980.13,0,Pts
23/03/2023,20941.94,21035.46,20810.62,21004.08,0,Pts
