Date,SP500_TR,CAC40_TR,WGBI_TR
2008-03-01,2098.639892578125,8309.4501953125,35213.472392153766
2008-04-01,2163.3798828125,8525.5498046875,34659.707147649686
2008-05-01,2228.090087890625,8927.5498046875,34206.59509807791
2008-06-01,2195.27001953125,8885.1103515625,33894.00876188972
2008-07-01,2039.6600341796875,7833.5498046875,34281.13036271065
2008-08-01,2003.1600341796875,7788.1201171875,35623.52488455618
2008-09-01,2035.239990234375,8073.31982421875,36905.49394166634
2008-10-01,1853.260009765625,7332.3701171875,40093.99297470103
2008-11-01,1544.9100341796875,6381.66015625,41571.40742787229
2008-12-01,1309.3900146484375,5609.68017578125,40656.89505466314
2009-01-01,1499.1700439453125,6107.06005859375,42211.69633342543
2009-02-01,1329.81005859375,5343.27978515625,41347.03200852508
2009-03-01,1133.4300537109375,4708.85009765625,40553.054821012745
2009-04-01,1293.22998046875,5179.740234375,40628.98133164937
2009-05-01,1416.75,5963.25,39300.10459012511
2009-06-01,1495.969970703125,6342.39013671875,39703.072581600034
2009-07-01,1499.1099853515625,6065.490234375,39957.97647708884
2009-08-01,1612.3199462890625,6560.43017578125,40258.79149070529
2009-09-01,1670.5899658203125,6772.3798828125,40438.439831077085
2009-10-01,1732.6800537109375,7031.93017578125,40095.34475273316
2009-11-01,1700.719970703125,6878.259765625,40649.53427793346
2009-12-01,1803.0999755859373,7166.9599609375,40386.40131033667
2010-01-01,1867.06005859375,7632.5400390625,41740.23167699412
2010-02-01,1796.6700439453125,7153.4501953125,42617.101472155344
2010-03-01,1826.27001953125,7169.14990234375,42226.33895094131
2010-04-01,1938.0799560546875,7672.56005859375,42816.888345107945
2010-05-01,1967.510009765625,7294.85009765625,45946.65903619213
2010-06-01,1810.010009765625,6841.47998046875,46827.0414808383
2010-07-01,1715.22998046875,6550.58984375,45615.42408335636
2010-08-01,1837.68994140625,7362.16015625,47679.65820736472
2010-09-01,1754.8599853515625,7124.85986328125,45427.66507479181
2010-10-01,1911.0999755859373,7259.0498046875,45241.18877530884
2010-11-01,1983.550048828125,7552.02978515625,45997.464182815645
2010-12-01,1986.3499755859373,7254.35986328125,45408.77965031377
2011-01-01,2115.969970703125,7716.39013671875,44416.49563878912
2011-02-01,2165.77001953125,8056.14990234375,44257.92319532699
