Date,salaire_SMIC,taux_SMIC,cotisations_SMIC,cotisations_cumulees_SMIC,salaire_median,taux_median,cotisations_median,cotisations_cumulees_median,salaire_D9,taux_D9,cotisations_D9,cotisations_cumulees_D9,SP500_var,CAC40_var,WGBI_var,CAC40_50/50_SMIC,CAC40_50/50_median,CAC40_50/50_D9,SNP500_50/50_SMIC,SNP500_50/50_median,SNP500_50/50_D9,CAC40_75/25_SMIC,CAC40_75/25_median,CAC40_75/25_D9,SNP500_75/25_SMIC,SNP500_75/25_median,SNP500_75/25_D9
1985-11-01,618.0,16.35,101.043,1111.473,1156.0,16.35,189.006,2079.0660000000003,1860.0,11.31,210.366,2314.0260000000003,0.028999933054362437,0.025332538764942347,-0.0021694113006609506,1123.0944059195185,2100.8044227232417,2338.22113155454,1126.1794975290459,2106.5752413326495,2344.6441235631887,1138.0867648645226,2128.8483821737673,2369.4344029521108,1142.7662658748018,2137.6016235457455,2379.1768681355315
1985-12-01,618.0,16.35,101.043,1212.516,1156.0,16.35,189.006,2268.072,1860.0,11.31,210.366,2524.3920000000003,0.042190639425585985,0.03678549148089538,0.005047011272923063,1247.1614438171587,2332.878040538245,2596.5219192822897,1253.3533648581433,2344.4603394433884,2609.413160256012,1271.4914402298205,2378.3885192648418,2647.1756412159807,1280.936619134004,2396.0562001924086,2666.8399871415522
1986-01-01,635.2739375744376,16.539384003042194,105.07039600668277,1317.586396006683,1181.8097395306847,16.539384003042194,195.46405100633268,2463.536051006333,1910.1335648437687,11.483939302466474,219.3585791826975,2743.750579182698,0.03144340861003769,0.027351819751346707,-0.0009405693275079674,1368.1829229036784,2558.1793925806483,2849.0897810790525,1377.0181413916066,2574.70611195289,2867.484222776464,1401.8174804240462,2621.0945195928566,2919.1150903763773,1415.381068488589,2646.465891441743,2947.353738939719
1986-02-01,635.2739375744376,16.539384003042194,105.07039600668277,1422.6567920133657,1181.8097395306847,16.539384003042194,195.46405100633268,2659.0001020126656,1910.1335648437687,11.483939302466474,219.3585791826975,2963.1091583653956,0.006213924767361156,0.005458460910591878,-0.0008649057053951026,1475.8269568525882,2758.4555395703132,3073.8076769427644,1485.19893865894,2775.9858954435676,3093.319860084486,1511.74083455084,2825.632549280486,3148.5793669691934,1526.1533303913434,2852.591236390379,3178.585739451744
1986-03-01,635.2739375744376,16.539384003042194,105.07039600668277,1527.7271880200485,1181.8097395306847,16.539384003042194,195.46405100633268,2854.4641530189983,1910.1335648437687,11.483939302466474,219.3585791826975,3182.4677375480933,0.047639046771089655,0.04134769108801484,0.08303018845396082,1672.063943417162,3124.3182850716075,3483.0452691333085,1686.6868201552566,3151.6639048809748,3513.493370493701,1694.4430538219024,3166.200179989351,3529.625684793315,1716.796848876034,3208.0032653556045,3576.1711726289905
1986-04-01,635.2739375744376,16.539384003042194,105.07039600668277,1632.7975840267313,1181.8097395306847,16.539384003042194,195.46405100633268,3049.928204025331,1910.1335648437687,11.483939302466474,219.3585791826975,3401.826316730791,0.03733757064789067,0.032334506743939784,-0.02774452509814218,1780.2766090266725,3325.653792379232,3708.9494516211666,1799.146267159347,3360.9347901149627,3748.2438892963705,1828.1479005022995,3415.1699552940113,3808.6315282142077,1857.3213863564806,3469.7168564241038,3869.3824495096087
1986-05-01,635.2739375744376,16.539384003042194,105.07039600668277,1737.8679800334141,1181.8097395306847,16.539384003042194,195.46405100633268,3245.392255031664,1910.1335648437687,11.483939302466474,219.3585791826975,3621.1848959134886,-0.004453939132721407,-0.003708396035144612,0.018853447330921647,1898.0881079014496,3544.9189183744325,3954.852280307599,1916.4221420667939,3579.1995546688163,3993.030702159011,1935.9904085077865,3615.812599131058,4033.765325668625,1964.169596721439,3668.5020948629476,4092.444773088365
1986-06-01,635.2739375744376,16.539384003042194,105.07039600668277,1842.938376040097,1181.8097395306847,16.539384003042194,195.46405100633268,3440.8563060379965,1910.1335648437687,11.483939302466474,219.3585791826975,3840.5434750961863,0.032546934937783156,0.028177186904224882,-0.005145517612361039,2024.227509299077,3779.731994060272,4218.110193597771,2046.9521943834777,3822.2132496322483,4265.436669534904,2078.678639065298,3881.534766873493,4331.503175725309,2113.842566009249,3947.2708838059707,4404.735025887904
1986-07-01,635.2739375744376,16.539384003042194,105.07039600668277,1948.0087720467798,1181.8097395306847,16.539384003042194,195.46405100633268,3636.3203570443293,1910.1335648437687,11.483939302466474,219.3585791826975,4059.902054278884,0.016482550926491868,0.01431497736625742,-0.009249798633692352,2133.5829409460225,3983.197263423131,4446.397982778401,2158.5741910650936,4029.9109106734127,4498.447466800509,2200.395236047879,4108.082414261692,4585.548729140487,2239.2771900707185,4180.761950525021,4666.527715363608
1986-08-01,635.2739375744376,16.539384003042194,105.07039600668277,2053.0791680534626,1181.8097395306847,16.539384003042194,195.46405100633268,3831.784408050662,1910.1335648437687,11.483939302466474,219.3585791826975,4279.260633461581,-0.03277615887444574,-0.02804989301260119,0.0012589978828509985,2209.186076440939,4123.648730114836,4604.346637283209,2228.7311705910515,4160.193992414504,4645.046828081332,2258.952830109135,4216.708237035337,4707.976213238331,2289.0753179091193,4273.031900907362,4770.701996487095
1986-09-01,635.2739375744376,16.539384003042194,105.07039600668277,2158.149564060145,1181.8097395306847,16.539384003042194,195.46405100633268,4027.2484590569948,1910.1335648437687,11.483939302466474,219.3585791826975,4498.619212644278,0.04866281367667313,0.042127178676512056,-0.018410131492884063,2339.5357662070583,4366.298904880033,4876.391874441622,2366.5875978537065,4416.857102358949,4932.736955052515,2424.0597233530307,4524.240317550138,5052.459317887677,2466.203201190951,4603.00613574949,5140.236848034389
1986-10-01,635.2739375744376,16.539384003042194,105.07039600668277,2263.2199600668278,1181.8097395306847,16.539384003042194,195.46405100633268,4222.7125100633275,1910.1335648437687,11.483939302466474,219.3585791826975,4717.977791826976,-0.05007199110320548,-0.042964010560259,0.011638126640740376,2406.989569547072,4491.558734288986,5017.344622230977,2425.1956147773794,4525.606556689714,5055.252850478113,2457.0647845948524,4585.202363552261,5121.612368459976,2484.8080776495476,4637.087979150865,5179.377816011782
1986-11-01,635.2739375744376,16.539384003042194,105.07039600668277,2368.2903560735103,1181.8097395306847,16.539384003042194,195.46405100633268,4418.17656106966,1910.1335648437687,11.483939302466474,219.3585791826975,4937.336371009673,0.037856689647740804,0.03286555514386302,-0.022309100235270773,2523.7639826867735,4708.86304627741,5261.100102905816,2548.1107937973684,4754.370382161926,5311.8083838547345,2607.9746147827072,4866.20875893193,5436.5206517194465,2645.5370001069587,4936.420609088276,5514.75201014833
1986-12-01,635.2739375744376,16.539384003042194,105.07039600668277,2473.360752080193,1181.8097395306847,16.539384003042194,195.46405100633268,4613.640612075993,1910.1335648437687,11.483939302466474,219.3585791826975,5156.69495019237,0.01797649057623274,0.015627036979485753,-0.008011956468079506,2637.3945455012345,4920.298738620903,5498.303415107228,2664.817270779129,4971.545513740977,5555.423613348355,2737.3032790665516,5106.936209703632,5706.447428811819,2779.876728504152,5186.499558930245,5795.123952451537
1987-01-01,653.0307051154215,16.730961663613947,109.25831692448901,2582.619069004682,1208.195727032513,16.730961663613947,202.14276391123158,4815.783375987225,1961.618406205787,11.660553660719202,228.7355668741706,5385.43051706654,-0.013077237968006417,-0.011180849246070657,-0.011672475907588242,2715.419840808338,5064.173467842568,5661.925997761455,2739.9910511144017,5110.099367888608,5713.1021357136515,2814.481850261227,5249.22838405157,5868.306451922356,2852.6025662459238,5320.482578481248,5947.701377857282
1987-02-01,653.0307051154215,16.730961663613947,109.25831692448901,2691.877385929171,1208.195727032513,16.730961663613947,202.14276391123158,5017.926139898456,1961.618406205787,11.660553660719202,228.7355668741706,5614.16608394071,0.08534651721278785,0.07392288813669246,0.011334443081941536,2939.304041778055,5480.089937015172,6129.668168011871,2980.56279609487,5557.142444679048,6215.636781591885,3086.5862616192867,5755.09182786461,6436.582594105685,3151.352949809154,5876.053209015564,6571.529566176953
1987-03-01,653.0307051154215,16.730961663613947,109.25831692448901,2801.13570285366,1208.195727032513,16.730961663613947,202.14276391123158,5220.068903809688,1961.618406205787,11.660553660719202,228.7355668741706,5842.901650814881,0.02831428863089358,0.02448130952562111,0.007291652429607165,3094.0356441263366,5767.013890729143,6453.234397585544,3141.644920441813,5855.908665156778,6552.445214435925,3256.8607726048895,6071.00228528728,6792.557686903975,3331.9670828787184,6211.246944721811,6949.063716702139
1987-04-01,653.0307051154215,16.730961663613947,109.25831692448901,2910.394019778149,1208.195727032513,16.730961663613947,202.14276391123158,5422.21166772092,1961.618406205787,11.660553660719202,228.7355668741706,6071.637217689051,0.021514839958661325,0.018621383679238157,0.001990713235529462,3233.89500578068,6026.1943459685,6745.794605532495,3286.5202598333594,6124.44022722111,6855.466257335153,3411.871473647968,6358.430496730596,7116.7151124750235,3495.263553269512,6514.1242919189035,7290.499848206692
1987-05-01,653.0307051154215,16.730961663613947,109.25831692448901,3019.652336702638,1208.195727032513,16.730961663613947,202.14276391123158,5624.354431632151,1961.618406205787,11.660553660719202,228.7355668741706,6300.372784563221,-0.006249668107262796,-0.005200071022183894,0.010118538078725425,3349.7618475700942,6240.651750616372,6988.315329718405,3400.7698812702693,6335.884301857787,7094.6133588903,3515.0357323228604,6549.21625434122,7332.739275424346,3595.5273987218916,6699.504055210444,7500.474542859717
1987-06-01,653.0307051154215,16.730961663613947,109.25831692448901,3128.910653627127,1208.195727032513,16.730961663613947,202.14276391123158,5826.497195543383,1961.618406205787,11.660553660719202,228.7355668741706,6529.108351437391,0.011481171961754466,0.010008762806287486,-0.006636943577840504,3463.2750144724187,6450.721357739472,7225.927418171961,3516.851500664611,6550.739379896378,7337.583553376582,3643.386392431624,6786.931881186985,7601.303505614746,3728.285824681072,6945.434296817372,7778.232673052911
1987-07-01,653.0307051154215,16.730961663613947,109.25831692448901,3238.168970551616,1208.195727032513,16.730961663613947,202.14276391123158,6028.639959454615,1961.618406205787,11.660553660719202,228.7355668741706,6757.8439183115615,0.03576168741610686,0.030857583668837396,-0.003051933967947451,3619.2429024971443,6739.865710218757,7552.119863028335,3682.165482963831,6857.295439213215,7683.274052311283,3832.6698312071126,7138.146138562279,7996.997822877527,3933.1469615003175,7325.675826594093,8206.422094140366
1987-08-01,653.0307051154215,16.730961663613947,109.25831692448901,3347.427287476105,1208.195727032513,16.730961663613947,202.14276391123158,6230.782723365846,1961.618406205787,11.660553660719202,228.7355668741706,6986.579485185732,0.03647074851990584,0.031422597857839296,-0.008546628389426214,3768.3934914885326,7016.297093006855,7864.096933270488,3841.3036846795967,7152.329494423062,8016.089901921854,4022.470081312071,7490.294020222836,8393.786911881389,4139.950034769707,7709.500401676262,8638.682586849236
1987-09-01,653.0307051154215,16.730961663613947,109.25831692448901,3456.685604400594,1208.195727032513,16.730961663613947,202.14276391123158,6432.925487277078,1961.618406205787,11.660553660719202,228.7355668741706,7215.315052059902,0.028085136021283708,0.024207480681737392,-0.01336298116777368,3896.518401991265,7253.567193268963,8132.204375994417,3977.241248481858,7404.14777997918,8300.50011965499,4189.648549814825,7800.290654081452,8743.385878712346,4320.860089306637,8045.074510232851,9016.931218574808
1987-10-01,653.0307051154215,16.730961663613947,109.25831692448901,3565.943921325083,1208.195727032513,16.730961663613947,202.14276391123158,6635.06825118831,1961.618406205787,11.660553660719202,228.7355668741706,7444.050618934072,-0.012714898677293363,-0.010672101637652198,0.007065559056923965,3997.1303986066,7439.614392148364,8342.894694110511,4073.6117738958765,7582.298257041453,8502.338873313322,4271.031453594827,7950.534953946288,8913.948190538298,4394.750009908708,8181.364324073915,9171.858703178556
1987-11-01,653.0307051154215,16.730961663613947,109.25831692448901,3675.202238249572,1208.195727032513,16.730961663613947,202.14276391123158,6837.211015099541,1961.618406205787,11.660553660719202,228.7355668741706,7672.786185808242,-0.1441854714159455,-0.12321405902314875,-0.019706207990451752,3819.0915771595533,7107.028560215685,7971.977627138016,3847.3610924975596,7159.951149456708,8030.80859328813,3962.784439592459,7375.490576283313,8271.320263701096,4005.2860731244414,7455.07465271238,8359.759175261408
1987-12-01,653.0307051154215,16.730961663613947,109.25831692448901,3784.460555174061,1208.195727032513,16.730961663613947,202.14276391123158,7039.353779010773,1961.618406205787,11.660553660719202,228.7355668741706,7901.521752682413,-0.04566611567156509,0.002476540911353853,0.0008090201744401782,3933.036170356537,7317.8921150890565,8210.49533430501,3868.7292823338216,7198.530109154612,8076.086259820765,4078.557359679241,7589.758247558079,8513.653433464762,3976.5100296455794,7400.292831797729,8300.391972491689
1988-01-01,671.2837983748952,16.92475839111246,113.61316099363353,3898.0737161676943,1235.1708282581146,16.92475839111246,209.04967840018853,7248.403457410962,2014.4909457575332,11.839884215106327,238.51339550149234,8140.035148183905,0.04599429529891452,-0.0034923609037169623,0.06310458637762872,4162.24282932147,7742.017554484103,8690.318454573999,4191.771174240509,7797.263044040043,8751.788296011608,4244.1360769334915,7895.510258287114,8860.64065867228,4288.376683973455,7978.292643521488,8952.730981991856
1988-02-01,671.2837983748952,16.92475839111246,113.61316099363353,4011.686877161328,1235.1708282581146,16.92475839111246,209.04967840018853,7457.453135811151,2014.4909457575332,11.839884215106327,238.51339550149234,8378.548543685398,-0.001992010501995045,-0.07281850335183826,0.012578308581688846,4148.758524824096,7714.658438560721,8663.46591752942,4325.829423297493,8044.343359839561,9032.9879630165,4137.542173008601,7694.901266820213,8639.41957879999,4407.285365887917,8197.194351890066,9202.299696955104
1988-03-01,671.2837983748952,16.92475839111246,113.61316099363353,4125.300038154962,1235.1708282581146,16.92475839111246,209.04967840018853,7666.50281421134,2014.4909457575332,11.839884215106327,238.51339550149234,8617.06193918689,0.05451844637802439,0.2158082217552284,-0.005919205493736479,4696.036408052669,8730.11205415745,9807.5609510648,4542.760285867684,8445.52337563935,9487.244390289263,4912.99926980565,9134.832354302873,10259.900146597949,4692.753209162045,8725.879840995633,9799.641296073836
1988-04-01,671.2837983748952,16.92475839111246,113.61316099363353,4238.913199148596,1235.1708282581146,16.92475839111246,209.04967840018853,7875.552492611529,2014.4909457575332,11.839884215106327,238.51339550149234,8855.575334688381,-0.04093675281826614,-0.08068753799713013,0.005564593033039689,4631.307314684334,8607.61663169317,9673.610767108947,4574.141332625591,8501.693923444289,9554.021635214736,4734.091373000969,8799.99210389453,9887.536829327886,4666.864279816906,8675.534144525636,9746.83946905235
1988-05-01,671.2837983748952,16.92475839111246,113.61316099363353,4352.526360142229,1235.1708282581146,16.92475839111246,209.04967840018853,8084.6021710117175,2014.4909457575332,11.839884215106327,238.51339550149234,9094.088730189873,0.02290926367501256,0.11255387381227,0.020502579092799067,5051.10783427935,9385.737464571712,10551.67086674032,4785.138907330209,8891.746421407472,9995.942124609714,5269.632014895796,9793.344029083197,11007.280259912444,4882.643862795528,9074.507555267479,10198.729482023035
1988-06-01,671.2837983748952,16.92475839111246,113.61316099363353,4466.139521135863,1235.1708282581146,16.92475839111246,209.04967840018853,8293.651849411906,2014.4909457575332,11.839884215106327,238.51339550149234,9332.602125691365,0.025044550263145338,0.1063113335443735,0.030400209907946563,5507.893548848165,10232.45468018908,11507.065381122287,5029.418254597117,9343.600042743265,10507.411365474503,5841.270196575967,10853.60999523017,12202.522655559995,5123.048300566671,9519.201780227073,10702.080938393
1988-07-01,671.2837983748952,16.92475839111246,113.61316099363353,4579.752682129497,1235.1708282581146,16.92475839111246,209.04967840018853,8502.701527812094,2014.4909457575332,11.839884215106327,238.51339550149234,9571.115521192856,0.021812042363059447,0.07531418085542718,0.022578409042681047,5888.807978920269,10938.091320110057,12304.02333486804,5252.569685076882,9756.148759728507,10974.771040901302,6315.374561801344,11732.485037938228,13194.10891684785,5347.257414270367,9933.751217395313,11171.62999233848
1988-08-01,671.2837983748952,16.92475839111246,113.61316099363353,4693.365843123131,1235.1708282581146,16.92475839111246,209.04967840018853,8711.751206212282,2014.4909457575332,11.839884215106327,238.51339550149234,9809.628916694348,0.0032508288004120534,0.014505390769068427,-0.008787508819501189,6016.808829442875,11173.865229036463,12572.598241686082,5349.458376067336,9934.134325311265,11178.340163395469,6481.193457328514,12038.520729331854,13541.690767557968,5459.937636860436,10141.067749757414,11408.194268535848
1988-09-01,671.2837983748952,16.92475839111246,113.61316099363353,4806.979004116764,1235.1708282581146,16.92475839111246,209.04967840018853,8920.80088461247,2014.4909457575332,11.839884215106327,238.51339550149234,10048.14231219584,-0.046478986204683936,-0.03804046018081042,0.022887125828161325,6082.333355723954,11293.609107874425,12710.626629042792,5397.745850253678,10021.871881620707,11280.347636763556,6444.285576305783,11967.98444930556,13465.708164997339,5412.192316077764,10050.416698126472,11309.559324731656
1988-10-01,671.2837983748952,16.92475839111246,113.61316099363353,4920.592165110398,1235.1708282581146,16.92475839111246,209.04967840018853,9129.850563012658,2014.4909457575332,11.839884215106327,238.51339550149234,10286.655707697331,0.053766244690246934,0.11333839520698974,0.0007410869161061928,6540.352720111533,12142.148404481399,13668.8668800194,5656.223449662584,10499.888066091677,11821.602448934747,7104.202435158273,13191.600301590448,14845.754796063991,5742.803216893983,10662.430199761442,12001.520910639423
1988-11-01,671.2837983748952,16.92475839111246,113.61316099363353,5034.205326104032,1235.1708282581146,16.92475839111246,209.04967840018853,9338.900241412846,2014.4909457575332,11.839884215106327,238.51339550149234,10525.169103198823,0.03016952788784444,0.05779684624379944,-0.01735790658652836,6783.489423882582,12591.658214862167,14178.07516612043,5803.71793101944,10771.833079959286,12130.928375684965,7491.984125051586,13909.746065234585,15657.202140167348,5959.051495248946,11062.038344746417,12454.524940880814
1988-12-01,671.2837983748952,16.92475839111246,113.61316099363353,5147.818487097666,1235.1708282581146,16.92475839111246,209.04967840018853,9547.949919813034,2014.4909457575332,11.839884215106327,238.51339550149234,10763.682498700315,-0.01933844864436618,-0.019991050321103154,0.011759584147803093,6866.363555758831,12743.649449691986,14352.34135223947,5892.925604426794,10935.585615796888,12318.429432991927,7512.17893772949,13945.353637883316,15700.484213930038,6001.277273467864,11138.568616960134,12543.837420776732
1989-01-01,690.04709032936,17.120799889255014,118.14158147691651,5265.960068574582,1262.748196210746,17.120799889255014,216.19259177841911,9764.142511591454,2068.788586863082,12.02197273868364,248.70919993367824,11012.391698633994,0.013122828619479776,0.06513447226354341,0.04005787451721221,7342.795136116376,13624.81151330034,15349.962305136682,6165.312372838883,11438.013188428804,12889.569048339681,8069.4044332090725,14976.646682969604,16866.880561299142,6236.088937754032,11571.304731675351,13036.409799153776
